type,object_id,text_id,flavor_text
"('Weapon', 3)",392,39200,"{'name': 'M72 Gauss Rifle', 'description': 'The M72 rifle is of German design. It uses an electromagnetic field to propel rounds at tremendous speed... and pierce almost any obstacle. Its range, accuracy and stopping power is almost unparalleled. Min ST: 6.'}"
"('Container', 1)",511,51100,"{'name': 'Pool Table', 'description': 'Pool Table'}"
"('Container', 1)",203,20300,"{'name': 'Box', 'description': 'Box'}"
"('Ammo', 4)",31,3100,"{'name': '.44 Magnum JHP', 'description': 'A brick of ammunition, .44 magnum caliber, hollow-points.'}"
"('Container', 1)",526,52600,"{'name': 'Dead Redshirt', 'description': 'This guy has a weird red uniform you have never seen. It looks like he died from dehydration.'}"
"('Container', 1)",153,15300,"{'name': 'Shelves', 'description': 'A set of wooden shelves.'}"
"('Misc', 5)",286,28600,"{'name': 'Firewood', 'description': 'A pile of firewood and kindling.'}"
"('Misc', 5)",412,41200,"{'name': 'Oil Can', 'description': 'You see a can of Armor-Go. A space-age, polymer, lubricant for powered armor.'}"
"('Misc', 5)",206,20600,"{'name': 'Dynamite', 'description': 'A high explosive, consisting of nitroglycerin mixed with the absorbent substance kiselguhr. Includes a timer, which is ticking.'}"
"('Drug', 2)",110,11000,"{'name': 'Psycho', 'description': 'An unique delivery system filled with strange and unknown chemicals of probably military origin. It is supposed to increase the combat potential of a soldier.'}"
"('Drug', 2)",48,4800,"{'name': 'RadAway', 'description': 'A chemical solution that bonds with radiation particles and passes them through your system. Takes time to work.'}"
"('Weapon', 3)",161,16100,"{'name': 'Red Ryder BB Gun', 'description': 'A Red Ryder BB gun. The classic. Min ST: 3.'}"
"('Ammo', 4)",37,3700,"{'name': 'Rocket AP', 'description': 'A rocket shell, with a smaller explosive, but designed to pierce armor plating.'}"
"('Misc', 5)",253,25300,"{'name': 'Fuel Cell Controller', 'description': ""This chip controls the flow of power into a car's electric engines. Many drivers quickly burnt out this chip through frequent rapid acceleration. Still a valuable part to have-- if you only had a car to install it in.""}"
"('Key', 6)",83,8300,"{'name': 'Key Ring', 'description': 'Multiple keys.'}"
"('Weapon', 3)",365,36500,"{'name': 'Plant Spike', 'description': 'An organic seed-spike that the carnivorous plants spit at potential food or seed carriers.'}"
"('Drug', 2)",480,48000,"{'name': 'Bonus +1 Agility', 'description': 'Bonus +1 Intelligence'}"
"('Misc', 5)",208,20800,"{'name': 'Motion Sensor', 'description': 'A Wattz Electronics C-U model motion sensor. Detects the movement of biological material over a distance of meters using a tuned radar device. It is on.'}"
"('Misc', 5)",264,26400,"{'name': ""Smith's Cool Item"", 'description': 'LONG DESCRIPTION HERE.'}"
"('Drug', 2)",260,26000,"{'name': 'Jet Antidote', 'description': 'This antidote cures the reliant effects of Jet.'}"
"('Drug', 2)",124,12400,"{'name': 'Beer', 'description': 'Some type of home brewed beer.'}"
"('Misc', 5)",340,34000,"{'name': ""Doctor's Papers"", 'description': 'A set of very detailed plans for a Cybernetic Canine Guard Unit. With this and the right facilities, a person just might be able to build a robo-dog.'}"
"('Container', 1)",67,6700,"{'name': 'Desk', 'description': 'A wooden desk.'}"
"('Ammo', 4)",30,3000,"{'name': '10mm AP', 'description': 'Ammunition. Caliber: 10mm, armor piercing.'}"
"('Misc', 5)",72,7200,"{'name': 'Briefcase', 'description': 'A briefcase, with a Made-in-the-USA label. Leather. Good condition, but the combination lock is broken.'}"
"('Container', 1)",250,25000,"{'name': 'Bones', 'description': 'A pile of human bones.'}"
"('Weapon', 3)",407,40700,"{'name': 'Mega Power Fist', 'description': 'A ""Big Frigger"" Power Fist from BeatCo. Considered by many to be the ultimate weapon to use in unarmed combat. This one has upgraded power servos for increased strength. Powered by small energy cells. Min ST: 1.'}"
"('Misc', 5)",377,37700,"{'name': 'Vault 15 Computer Parts', 'description': ""Miscellaneous computer parts with various functions. A computer geek's dream.""}"
"('Misc', 5)",436,43600,"{'name': 'Deck of Cards', 'description': 'A standard set of playing cards.'}"
"('Misc', 5)",335,33500,"{'name': ""Moore's Briefcase"", 'description': ""Thomas Moore asked you to take this brahmin hide briefcase to the Bishop family in New Reno. It is securely locked, and you can't seem to open it.""}"
"('Misc', 5)",148,14800,"{'name': 'Bookshelf', 'description': 'A wooden bookshelf.'}"
"('Misc', 5)",440,44000,"{'name': 'Bio Med Gel', 'description': 'A jar of Bio Gel used in the biomedical field.'}"
"('Misc', 5)",127,12700,"{'name': 'Rope', 'description': 'A strong, thick line. About 45 feet in length.'}"
"('Weapon', 3)",352,35200,"{'name': 'H&K G11', 'description': 'This gun revolutionized assault weapon design. The weapon fires a caseless cartridge consisting of a block of propellant with a bullet buried inside. The resultant weight and space savings allow this weapon to have a very high magazine capacity. Min ST: 5.'}"
"('Ammo', 4)",35,3500,"{'name': '5mm JHP', 'description': 'A brick of small, lightweight ammunition. Caliber: 5mm, jacketed hollow-point.'}"
"('Weapon', 3)",291,29100,"{'name': 'Robo Melee Weapon 2', 'description': 'For Floating Eye Robot. Does Electrical damage.'}"
"('Armor', 0)",113,11300,"{'name': 'Robes', 'description': 'Robes from the Children of the Cathedral.'}"
"('Misc', 5)",458,45800,"{'name': 'M.B. Holodisk 5', 'description': 'The label reads: Message to CHQ- Confidential.'}"
"('Weapon', 3)",384,38400,"{'name': 'Wrench', 'description': 'A typical wrench used by mechanics. Min ST: 3.'}"
"('Misc', 5)",327,32700,"{'name': 'Easter Egg', 'description': 'This is a hard boiled chicken egg painted with colored dyes.'}"
"('Weapon', 3)",287,28700,"{'name': 'Scoped Hunting Rifle', 'description': ""Nothing's better than seeing that surprised look on your target's face. The Loophole x20 Scope on this hunting rifle makes it easier than ever before. Accurate from first shot to last, no matter what kind of game you're gunning for. Min ST: 5.""}"
"('Misc', 5)",102,10200,"{'name': 'Guns and Bullets', 'description': 'A gun rag. A magazine devoted to the practical use of firearms, and the occasional biased review.'}"
"('Weapon', 3)",11,1100,"{'name': 'Flamer', 'description': 'A Flambe 450 model flamethrower, varmiter variation. Fires a short spray of extremely hot, flamable liquid. Requires specialized fuel to work properly. Min ST: 6.'}"
"('Ammo', 4)",36,3600,"{'name': '5mm AP', 'description': 'A brick of small caliber ammunition. 5mm armor piercing.'}"
"('Container', 1)",249,24900,"{'name': 'Pot', 'description': 'A finely crafted clay pot.'}"
"('Misc', 5)",364,36400,"{'name': 'Robot Motivator', 'description': 'This is the drive mechanism for a robot.'}"
"('Weapon', 3)",300,30000,"{'name': 'Zip Gun', 'description': 'A handmade single shot pistol. Min ST: 4.'}"
"('Container', 1)",435,43500,"{'name': 'Wagon', 'description': 'A caravan wagon converted from the wrecked remains of an ancient automobile.'}"
"('Weapon', 3)",401,40100,"{'name': 'Laser Rifle (Ext. Cap.)', 'description': 'This Wattz 2000 laser rifle has had its recharging system upgraded and a special recycling chip installed that reduces the drain on the micro fusion cell by 50%. Min ST: 6.'}"
"('Misc', 5)",279,27900,"{'name': 'Neural Interface', 'description': 'It appears to be a set of electrodes built into a head unit with a standard computer interface plug.'}"
"('Misc', 5)",141,14100,"{'name': 'COC Badge', 'description': 'A badge in the shape of the Children of the Cathedral symbol. On one side you notice bumps and indentations, almost reminding you of a key.'}"
"('Container', 1)",375,37500,"{'name': 'Gravesite', 'description': 'Gravesite'}"
"('Container', 1)",200,20000,"{'name': 'Box', 'description': 'Box'}"
"('Container', 1)",172,17200,"{'name': 'Stuff', 'description': 'These are miscellaneous items, also known as ""stuff"".'}"
"('Misc', 5)",297,29700,"{'name': 'Metal Pole', 'description': ""It's a long metal pole. What did you expect?""}"
"('Weapon', 3)",205,20500,"{'name': 'Flare', 'description': 'A flare. Creates light for a short period of time. The paper is a little worn, but otherwise it is in good condition. It is lit.'}"
"('Container', 1)",149,14900,"{'name': 'Bookshelf', 'description': 'A wooden bookshelf.'}"
"('Misc', 5)",194,19400,"{'name': ""Vree's Experiment Disk"", 'description': 'This holotape has been updated with medical evidence from Vree of the BoS. It can be used to transfer the data to your PIPBoy.'}"
"('Misc', 5)",428,42800,"{'name': 'Medical Supplies', 'description': 'A box of assorted medical supplies. Nothing I can make use of though.'}"
"('Misc', 5)",75,7500,"{'name': 'Tool', 'description': 'A tool set, containing various useful tools, including pliers.'}"
"('Container', 1)",512,51200,"{'name': 'Pool Table', 'description': 'Pool Table'}"
"('Misc', 5)",123,12300,"{'name': 'Psychic Nullifier', 'description': 'A strange device, constructed from an odd technology.'}"
"('Weapon', 3)",405,40500,"{'name': 'Assault Rifle (Exp. Mag.)', 'description': 'This Assault Rifle has an extended, military sized, ammunition clip. The expanded magazine capacity makes it more fun than ever to Spray-and-Pray. Min ST: 5.'}"
"('Drug', 2)",473,47300,"{'name': 'Mutated Toe', 'description': 'You see your sixth toe. It is a small mutated part of yourself. For some reason, you feel a terrible sense of loss as you look at the tiny amputated toe.'}"
"('Misc', 5)",271,27100,"{'name': 'Broc Flower', 'description': 'The plentiful flower that forms the base for the powder of healing.'}"
"('Misc', 5)",315,31500,"{'name': 'Condom (Green package)', 'description': 'This is a Jimmy Hats brand condom, a very reliable brand. This one contains phosphorous green dye #2 and is slathered in spermicidal lubricant for added protection.'}"
"('Container', 1)",165,16500,"{'name': 'Iguana Stand', 'description': ""The home of Bob's Iguana Bits. What's not to love about fresh-roasted iguana?""}"
"('Misc', 5)",414,41400,"{'name': 'Vault 15 Shack Key', 'description': 'A standard key.'}"
"('Container', 1)",213,21300,"{'name': 'Remains of Gizmo', 'description': 'Gizmo, former crime boss of Junktown, is dead. And pretty stinky, too.'}"
"('Drug', 2)",144,14400,"{'name': 'Super Stimpak', 'description': 'An advanced healing chem. Very powerful. Superstims will cause a small amount of damage after a period of time due to powerful nature of the chemicals used.'}"
"('Misc', 5)",156,15600,"{'name': 'Shelves', 'description': 'A set of wooden shelves.'}"
"('Misc', 5)",119,11900,"{'name': 'Necklace', 'description': 'An expensive looking necklace, made from silver, gold and pressed diamonds.'}"
"('Weapon', 3)",270,27000,"{'name': 'Robo Rocket Launcher', 'description': 'Only used by rocket equipped robots.'}"
"('Armor', 0)",348,34800,"{'name': 'Advanced Power Armor', 'description': 'This powered armor is composed of lightweight metal alloys, reinforced with ceramic castings at key points. The motion-assist servo-motors appear to be high quality models as well.'}"
"('Misc', 5)",325,32500,"{'name': 'Dice', 'description': ""A standard pair of gambling dice. It'd be cool to get a fuzzy pair for your car.""}"
"('Misc', 5)",507,50700,"{'name': 'Decomposing Body', 'description': 'This is a partially decomposed body of a humanoid creature.'}"
"('Misc', 5)",231,23100,"{'name': 'Military Base Security Code', 'description': ' '}"
"('Container', 1)",344,34400,"{'name': 'Gravesite', 'description': 'Gravesite'}"
"('Container', 1)",376,37600,"{'name': 'Gravesite', 'description': 'Vault 15 Computer Parts'}"
"('Container', 1)",146,14600,"{'name': 'Bookshelf', 'description': 'A wooden bookshelf.'}"
"('Ammo', 4)",33,3300,"{'name': '14mm AP', 'description': 'Large caliber ammunition. 14mm armor piercing.'}"
"('Misc', 5)",209,20900,"{'name': 'Plastic Explosives', 'description': 'A chunk of Cordex, a military brand of plastic explosives. Highly stable, very destructive. Includes a timer, which is ticking.'}"
"('Misc', 5)",289,28900,"{'name': 'Shovel', 'description': 'This is a shovel for digging ditches and stuff.'}"
"('Misc', 5)",454,45400,"{'name': 'Explosive Switch', 'description': 'This toggle switch is the final conponent of an explosive device.'}"
"('Container', 1)",248,24800,"{'name': 'Pot', 'description': 'A finely crafted clay pot.'}"
"('Misc', 5)",303,30300,"{'name': 'Reactor Holodisk', 'description': 'The label on this holotape reads: ""Gecko Reactor Performance Data."" This disk contains a string of numbers that mean nothing to you. There sure is a lot of information here and it must be important to someone, somehow.'}"
"('Misc', 5)",228,22800,"{'name': 'Technical Manual', 'description': 'A technical repair manual on the T-51b Power Armor.'}"
"('Container', 1)",63,6300,"{'name': 'Bookcase', 'description': 'A wooden bookcase.'}"
"('Container', 1)",157,15700,"{'name': 'Workbench', 'description': 'A workbench. Yep, your standard old, run of the mill, workbench. Looks nice sitting there, too.'}"
"('Misc', 5)",212,21200,"{'name': 'Tandi', 'description': ""You are bartering for Tandi's release.""}"
"('Weapon', 3)",530,53000,"{'name': 'End Boss Knife', 'description': 'End Boss Plasma Gun'}"
"('Misc', 5)",415,41500,"{'name': 'Spectacles', 'description': 'A set of spectacles for eye correction.'}"
"('Container', 1)",434,43400,"{'name': 'Wagon', 'description': 'A caravan wagon converted from the wrecked remains of an ancient automobile.'}"
"('Armor', 0)",524,52400,"{'name': ""Bridgekeeper's Robes"", 'description': ""This smelly, filthy garment must be made out of some special fabric in order to have withstood the foulness of the bridgekeeper's body. Oddly enough, it has plasma burns and scorch marks all over it, as if these weapons were used against it... to no effect. You have NO idea why it's purple.""}"
"('Weapon', 3)",397,39700,"{'name': 'YK42B Pulse Rifle', 'description': 'The YK42B is an electrical pulse weapon that was developed by the Yuma Flats Energy Consortium. It is considered a far superior weapon to the YK32 pistol, having a greater charge capacity and range. Min ST: 3.'}"
"('Weapon', 3)",280,28000,"{'name': 'Sharpened Spear', 'description': 'A razor tipped polearm. The shaft is wooden, and the tip is sharpened steel. Min ST: 4.'}"
"('Misc', 5)",328,32800,"{'name': 'Magic 8-Ball', 'description': 'This black sphere is some strange precognitive device... a small window on the top seems to be able to predict the future! Pre-war humanity must have been geniuses to invent such a wonder!'}"
"('Weapon', 3)",350,35000,"{'name': 'Bozar', 'description': ""The ultimate refinement of the sniper's art. Although, somewhat finicky and prone to jamming if not kept scrupulously clean, the big weapon's accuracy more than makes up for its extra maintenance requirements. Min ST: 6.""}"
"('Misc', 5)",269,26900,"{'name': 'Robot Parts', 'description': 'A pile of damaged robot parts.'}"
"('Misc', 5)",410,41000,"{'name': 'Expanded Lockpick Set', 'description': 'A set of locksmith tools. Includes all the necessary picks and tension wrenches to open conventional pin and tumbler locks. This set also includes some special tools for more difficult mechanical locking mechanisms.'}"
"('Weapon', 3)",24,2400,"{'name': 'Plasma Pistol', 'description': 'Glock 86 Plasma Pistol. Designed by the Gaston Glock AI. Shoots a small bolt of superheated plasma. Powered by a small energy cell. Min ST: 4.'}"
"('Misc', 5)",57,5700,"{'name': 'Bug', 'description': 'A miniature microphone and transmitting device.'}"
"('Weapon', 3)",5,500,"{'name': 'Club', 'description': 'A military or police baton. Heavy wood. Min ST: 3.'}"
"('Misc', 5)",52,5200,"{'name': 'Geiger Counter', 'description': 'A Wattz Electronics C-Radz model Geiger Counter. Detects the presence and strength of radiation fields.'}"
"('Misc', 5)",499,49900,"{'name': 'Pip Boy Lingual Enhancer', 'description': ""This Pip Boy lingual enhancer consists of a storage holodisk, a microfilament cord, headgear, and an optical sensor that is placed over the user's right eye. When used, an optical flash transmits an entire dictionary into the user's memory, permanently improving the user's speech skills.""}"
"('Key', 6)",96,9600,"{'name': 'Red Pass Key', 'description': 'A electronic security key, color coded red.'}"
"('Weapon', 3)",13,1300,"{'name': 'Rocket Launcher', 'description': 'A Rockwell BigBazooka rocket launcher. With the deluxe 3 lb. trigger. Fires AP or Explosive Rockets. Min ST: 6.'}"
"('Container', 1)",128,12800,"{'name': 'Footlocker', 'description': 'Your basic footlocker. Holds stuff, sits at foot of bed, can be locked.'}"
"('Weapon', 3)",290,29000,"{'name': 'Robo Melee Weapon 1', 'description': 'For Floating Eye Robot. Does Electrical Damage.'}"
"('Weapon', 3)",120,12000,"{'name': 'Alien Blaster', 'description': 'A strange gun of obviously alien origin. Looks like it can support small energy cells, however. Min ST: 2.'}"
"('Misc', 5)",476,47600,"{'name': ""Enlightened One's Letter"", 'description': ""A report addressed to AHS-9 in San Francisco. It's really dry reading- tables of oppressive adjustments, expense reports, and other twaddle not worth wasting your time on.""}"
"('Container', 1)",66,6600,"{'name': 'Desk', 'description': 'A wooden desk.'}"
"('Ammo', 4)",357,35700,"{'name': '.45 Caliber', 'description': 'Ammunition. .45 Caliber.'}"
"('Container', 1)",61,6100,"{'name': 'Bookcase', 'description': 'A wooden bookcase.'}"
"('Ammo', 4)",29,2900,"{'name': '10mm JHP', 'description': 'Ammunition. Caliber: 10mm, jacketed hollow-points'}"
"('Drug', 2)",40,4000,"{'name': 'Stimpak', 'description': 'A healing chem. When injected, the chem provides immediate healing of minor wounds.'}"
"('Misc', 5)",493,49300,"{'name': 'Teachings Holodisk', 'description': 'The label reads: ""Hubologist Teachings.""'}"
"('Misc', 5)",432,43200,"{'name': 'Ramirez Box, Open', 'description': 'This is the box you received from Big Jesus Mordino to give to Ramirez at the Stables. It is open, and you have removed the Jet that was inside.'}"
"('Weapon', 3)",394,39400,"{'name': 'PPK12 Gauss Pistol', 'description': 'Praised for its range and stopping power, the PPK12 Gauss Pistol is of German design. The pistol uses an electromagnetic field to propel rounds at tremendous speed and punch through almost any armor. Min ST: 4.'}"
"('Misc', 5)",472,47200,"{'name': 'Hubologist Holodisk', 'description': 'This holodisk is labeled ""Hubology: The Truth Behind the Lies"". It looks like it works with your PIPBoy.'}"
"('Misc', 5)",448,44800,"{'name': 'Account Book', 'description': 'This account book lists a series of monthly payments made to the mercenary band from the Bishop Family in New Reno. The payments depend heavily on how much ""pressure"" the mercenaries put on Vault City. Vault City might be interested in this.'}"
"('Drug', 2)",87,8700,"{'name': 'Buffout', 'description': 'Highly advanced steroids. While in effect, they increase strength and reflexes. Very habit-forming.'}"
"('Weapon', 3)",372,37200,"{'name': 'Claw', 'description': 'Claw'}"
"('Ammo', 4)",163,16300,"{'name': ""BB's"", 'description': ""A package of BB's from before the war. In excellent condition. Stainless steel.""}"
"('Misc', 5)",451,45100,"{'name': 'Torn Paper 2', 'description': ""You see a piece of paper with writing on it. It looks like it's part of a code of some sort. Unfortunately, the code is incomplete. If only you could find all three pieces. You can make out the following: KJ: Ken-Lee-9, ASPO- Lo-S, VR- Dnky-Pnch-""}"
"('Container', 1)",178,17800,"{'name': 'Stuff', 'description': 'These are miscellaneous items, also known as ""stuff"".'}"
"('Weapon', 3)",406,40600,"{'name': 'Plasma Pistol (Ext. Cap.)', 'description': 'This Glock 86 Plasma Pistol has had its magnetic housing chamber realigned to reduce the drain on its energy cell. Its efficiency has doubled, allowing it to fire more shots before the battery is expended. Min ST: 4.'}"
"('Weapon', 3)",12,1200,"{'name': 'Minigun', 'description': 'A Rockwell CZ53 Personal Minigun. A multi-barrelled chaingun firing 5mm ammunition at over 60,000 RPM. Min ST: 7.'}"
"('Misc', 5)",449,44900,"{'name': 'Unused', 'description': 'Unused'}"
"('Misc', 5)",459,45900,"{'name': 'M.B. Holodisk 1', 'description': 'The label reads: Radio Transmission log checkpoint 1.'}"
"('Ammo', 4)",358,35800,"{'name': '2mm EC', 'description': 'Ammunition.'}"
"('Container', 1)",69,6900,"{'name': 'Dresser', 'description': 'A wooden dresser.'}"
"('Weapon', 3)",498,49800,"{'name': 'Dual Plasma Cannon', 'description': 'Only use for Gun Turret critter.'}"
"('Misc', 5)",373,37300,"{'name': 'Vault 15 Keycard', 'description': 'An electronic security key, color coded red.'}"
"('Container', 1)",204,20400,"{'name': 'Box', 'description': 'Flare'}"
"('Container', 1)",246,24600,"{'name': 'Shelf', 'description': 'A wood shelf with miscellaneous items.'}"
"('Container', 1)",455,45500,"{'name': 'Car Trunk', 'description': 'The trunk is a great place to store your stuff.'}"
"('Misc', 5)",463,46300,"{'name': 'Evacuation Holodisk', 'description': 'The label reads: Base evacuation notice.'}"
"('Misc', 5)",142,14200,"{'name': 'COC Badge', 'description': 'A badge in the shape of the Children of the Cathedral symbol. On one side you notice bumps and indentations, almost reminding you of a key.'}"
"('Container', 1)",244,24400,"{'name': 'Pot', 'description': 'A finely crafted clay pot.'}"
"('Misc', 5)",462,46200,"{'name': 'M.B. Holodisk 4', 'description': 'The label reads: Radio transmission log research team.'}"
"('Weapon', 3)",296,29600,"{'name': 'HK P90c', 'description': ""The Heckler & Koch P90c was just coming into use at the time of the war. The weapon's bullpup layout, and compact design, make it easy to control. The durable P90c is prized for its reliability, and high firepower in a ruggedly-compact package. Min ST: 4.""}"
"('Container', 1)",527,52700,"{'name': 'Dead Redshirt', 'description': 'This guy has a weird red uniform you have never seen. It looks like he died from dehydration.'}"
"('Weapon', 3)",399,39900,"{'name': 'Super Cattle Prod', 'description': ""A Farmer's Best Friend model cattle prod from Wattz Electronics. This model has been upgraded to increase the electrical discharge. Min ST: 4.""}"
"('Misc', 5)",222,22200,"{'name': 'Field Switch', 'description': 'An electronic transmission device, with a very simple, and large, toggle button. It looks like it was recently made and designed for very large hands.'}"
"('Drug', 2)",106,10600,"{'name': 'Nuka-Cola', 'description': 'A bottle of Nuka-Cola, the flavored softdrink of the post-nuclear world. Warm and flat.'}"
"('Misc', 5)",443,44300,"{'name': ""Tuco's Dog Tags"", 'description': 'These foul-smelling dog tags list the owner as ""Tuco Benedicto Pacifico Juan Maria Ramirez,"" followed by the number ""27.""'}"
"('Weapon', 3)",26,2600,"{'name': 'Grenade (Plasma)', 'description': 'A magnetically sealed plasma delivery unit, with detonating explosives. Creates a blast of superheated plasma on contact. Min ST: 4.'}"
"('Misc', 5)",326,32600,"{'name': 'Loaded Dice', 'description': ""A pair of loaded dice. Don't be flashing these around the casino.""}"
"('Weapon', 3)",242,24200,"{'name': 'Combat Shotgun', 'description': 'A Winchester City-Killer 12-gauge combat shotgun, bullpup variant. In excellent condition, it has the optional DesertWarfare environmental sealant modification for extra reliability. Min ST: 5.'}"
"('Weapon', 3)",22,2200,"{'name': '14mm Pistol', 'description': 'A Sig-Sauer 14mm Auto Pistol. Large, single shot handgun. Excellent craftmanship. Min ST: 4.'}"
"('Misc', 5)",457,45700,"{'name': 'Hubologist Field Report', 'description': 'A field office report for the membership drive in the True Faith.'}"
"('Container', 1)",171,17100,"{'name': 'Stuff', 'description': 'These are miscellaneous items, also known as ""stuff"".'}"
"('Misc', 5)",411,41100,"{'name': 'Electronic Lockpick MKII', 'description': 'This is the second generation Wattz Electronics Micromanipulator FingerStuff electronic lockpick. For defeating electronic locks and security devices. This Mark II version includes updated software and interface tools.'}"
"('Weapon', 3)",351,35100,"{'name': 'FN FAL', 'description': ""This rifle has been more widely used by armed forces than any other rifle in history. It's a reliable assault weapon for any terrain or tactical situation. Min ST: 5.""}"
"('Key', 6)",223,22300,"{'name': 'Yellow Pass Key', 'description': 'An electronic security key, color coded yellow.'}"
"('Misc', 5)",318,31800,"{'name': 'Empty Hypodermic', 'description': 'This is an empty hypodermic.'}"
"('Container', 1)",131,13100,"{'name': 'Footlocker', 'description': 'Your basic footlocker. Holds stuff, sits at foot of bed, can be locked.'}"
"('Container', 1)",138,13800,"{'name': 'Locker', 'description': 'A storage container.'}"
"('Misc', 5)",477,47700,"{'name': 'Broadcast Holodisk', 'description': 'The label reads: ""Galaxy News Network.""'}"
"('Container', 1)",425,42500,"{'name': 'Stone Head', 'description': 'A huge stone monument.'}"
"('Misc', 5)",255,25500,"{'name': 'Day Pass', 'description': 'This slightly crumpled piece of paper grants you access to all areas of Vault City, except the Vault itself, during daylight hours only.'}"
"('Misc', 5)",104,10400,"{'name': 'Tape Recorder', 'description': 'A Wattz Electronics Play-It-For-Me tape recorder. Plays and records the standard 30 minute high density Record-It-Once tapes.'}"
"('Armor', 0)",17,1700,"{'name': 'Combat Armor', 'description': 'High tech armor, made out of advanced defensive polymers.'}"
"('Container', 1)",513,51300,"{'name': 'Pool Table', 'description': 'Pool Table'}"
"('Weapon', 3)",355,35500,"{'name': 'Light Support Weapon', 'description': 'This squad-level support weapon has a bullpup design. The bullpup design makes it difficult to use while lying down. Because of this it was remanded to National Guard units. It, however, earned a reputation as a reliable weapon that packs a lot of punch for its size. Min ST: 6.'}"
"('Misc', 5)",59,5900,"{'name': 'Motion Sensor', 'description': 'A Wattz Electronics C-U model motion sensor. Detects the movement of biological material over a distance of meters using a tuned radar device. Having one in your inventory will also help you avoid outdoor encounters (+20% Outdoorsman skill).'}"
"('Drug', 2)",259,25900,"{'name': 'Jet', 'description': 'Jet is a powerful metamphetamine that stimulates the central nervous system. The initial euphoric rush rarely lasts more than a few minutes, but during that time, the user is filled with a rush of energy & strength.'}"
"('Misc', 5)",433,43300,"{'name': 'Mirrored Shades', 'description': 'This is a pair of fashionable and deadly-looking mirrored shades. Just having them in your inventory makes you feel cool.'}"
"('Container', 1)",214,21400,"{'name': 'Desk', 'description': 'A desk. After further observation, you decide that it is still a desk.'}"
"('Misc', 5)",420,42000,"{'name': 'Morningstar Mine Scrip', 'description': 'This is a small chit probably used to pay Morningstar Mine Workers.'}"
"('Weapon', 3)",19,1900,"{'name': 'Rock', 'description': ""It's a rock. The Granite-Inc. model is an upgraded version. Min ST: 1.""}"
"('Ammo', 4)",39,3900,"{'name': 'Micro Fusion Cell', 'description': 'A medium sized energy production unit. Self-contained fusion plant.'}"
"('Misc', 5)",431,43100,"{'name': 'Ramirez Box, Closed', 'description': 'This is the box you received from Big Jesus Mordino to give to Ramirez at the Stables.'}"
"('Container', 1)",151,15100,"{'name': 'Shelves', 'description': 'A set of wooden shelves.'}"
"('Misc', 5)",190,19000,"{'name': 'FEV Disk', 'description': 'A holotape containing medical information. Can be used to enter information into your PIPBoy.'}"
"('Misc', 5)",193,19300,"{'name': 'Delta Experiment Disk', 'description': 'The label on this holotape reads: ""Delta Experiment Log""'}"
"('Container', 1)",330,33000,"{'name': 'Crashed Verti-Bird', 'description': 'This is wreakage from a verti-bird. Looks like it crashed here months ago.'}"
"('Container', 1)",247,24700,"{'name': 'Shelf', 'description': 'A wood shelf with miscellaneous items.'}"
